,SEMESTER,SPRADDR_ZIP_PR,IRO_INSTITUTION_DESCL,ENROLLMENT,YEAR
84369,Fall 2017,83646,University of Hawai`i at Hilo,1,2017
84396,Fall 2017,96818,University of Hawai`i at Manoa,1,2017
84405,Fall 2017,95648,Kapi`olani Community College,1,2017
84406,Fall 2017,96782-1405,Leeward Community College,1,2017
84430,Fall 2017,94568,Kaua`i Community College,1,2017
84443,Fall 2017,96720-1331,University of Hawai`i at Hilo,1,2017
84444,Fall 2017,96778,Hawai`i Community College,1,2017
84445,Fall 2017,96733,Leeward Community College,1,2017
84451,Fall 2017,96797,Honolulu Community College,1,2017
84452,Fall 2017,96797,Windward Community College,1,2017
84453,Fall 2017,96763,Leeward Community College,1,2017
84454,Fall 2017,29466,Hawai`i Community College,1,2017
84463,Fall 2017,13037,University of Hawai`i at Hilo,1,2017
84470,Fall 2017,92653,University of Hawai`i at Manoa,1,2017
84481,Fall 2017,96802,University of Hawai`i at Manoa,1,2017
84492,Fall 2017,94583,Honolulu Community College,1,2017
84506,Fall 2018,96720,University of Hawai`i at Hilo,340,2018
84507,Fall 2018,96784,University of Hawai`i Maui College,8,2018
84509,Fall 2018,96740,Hawai`i Community College,129,2018
84511,Fall 2018,96748,University of Hawai`i Maui College,89,2018
84513,Fall 2018,96734,Hawai`i Community College,2,2018
84514,Fall 2018,96782,University of Hawai`i at Manoa,58,2018
84520,Fall 2018,96826,University of Hawai`i at Manoa,37,2018
84521,Fall 2018,96731,Honolulu Community College,2,2018
84524,Fall 2018,96738,University of Hawai`i at Manoa,5,2018
84525,Fall 2018,96734,University of Hawai`i at Manoa,133,2018
84527,Fall 2018,96789,Honolulu Community College,46,2018
84529,Fall 2018,96756,Windward Community College,2,2018
84532,Fall 2018,96786,University of Hawai`i at Manoa,34,2018
84540,Fall 2018,96793,University of Hawai`i at Manoa,60,2018
84541,Fall 2018,96741,University of Hawai`i at Hilo,3,2018
84551,Fall 2018,96720,University of Hawai`i at Hilo,6,2018
84555,Fall 2018,96797,University of Hawai`i at Manoa,68,2018
84557,Fall 2018,96706,Leeward Community College,204,2018
84559,Fall 2018,96760,University of Hawai`i at Hilo,19,2018
84562,Fall 2018,96778,Honolulu Community College,1,2018
84564,Fall 2018,96720,Honolulu Community College,6,2018
84566,Fall 2018,96768,University of Hawai`i at Manoa,26,2018
84568,Fall 2018,96792,Kapi`olani Community College,31,2018
84573,Fall 2018,29466,University of Hawai`i at Manoa,1,2018
84582,Fall 2018,96734,Windward Community College,5,2018
84583,Fall 2018,96729,University of Hawai`i at Hilo,4,2018
84598,Fall 2018,96761,University of Hawai`i at Manoa,15,2018
84600,Fall 2018,96712,University of Hawai`i - West O`ahu,6,2018
84613,Fall 2018,96786,Leeward Community College,1,2018
84618,Fall 2018,96730,Honolulu Community College,2,2018
84623,Fall 2018,94560,University of Hawai`i at Hilo,1,2018
84625,Fall 2018,96754,Kapi`olani Community College,1,2018
84630,Fall 2018,96744,Leeward Community College,19,2018
84641,Fall 2018,96706,Leeward Community College,1,2018
84648,Fall 2018,96717,Windward Community College,47,2018
84651,Fall 2018,96772,Hawai`i Community College,11,2018
84653,Fall 2018,96707,Honolulu Community College,40,2018
84654,Fall 2018,96728,University of Hawai`i at Hilo,6,2018
84659,Fall 2018,96763,University of Hawai`i Maui College,29,2018
84663,Fall 2018,96720,University of Hawai`i Maui College,10,2018
84667,Fall 2018,96704,Hawai`i Community College,25,2018
84672,Fall 2018,96766,University of Hawai`i - West O`ahu,7,2018
84675,Fall 2018,91104,University of Hawai`i at Manoa,1,2018
84683,Fall 2018,96761,University of Hawai`i Maui College,1,2018
84686,Fall 2018,96826,Kapi`olani Community College,1,2018
84692,Fall 2018,96792,Leeward Community College,12,2018
84710,Fall 2018,92405,University of Hawai`i at Manoa,1,2018
84717,Fall 2018,96793,University of Hawai`i Maui College,17,2018
84718,Fall 2018,96732,University of Hawai`i Maui College,2,2018
84724,Fall 2018,96720,Hawai`i Community College,1,2018
84725,Fall 2018,96796,University of Hawai`i - West O`ahu,1,2018
84733,Fall 2018,96826,Honolulu Community College,14,2018
84744,Fall 2018,96782,University of Hawai`i at Manoa,2,2018
84745,Fall 2018,96825,Kapi`olani Community College,3,2018
84746,Fall 2018,96753,Leeward Community College,1,2018
84762,Fall 2018,96783,University of Hawai`i at Hilo,6,2018
84774,Fall 2018,94010,University of Hawai`i at Manoa,2,2018
84778,Fall 2018,96742,Hawai`i Community College,1,2018
84785,Fall 2018,92592,Honolulu Community College,1,2018
84787,Fall 2018,96817,Kapi`olani Community College,3,2018
84799,Fall 2018,96732,Leeward Community College,6,2018
84816,Fall 2018,96776,University of Hawai`i at Hilo,7,2018
84817,Fall 2018,96848,University of Hawai`i at Manoa,1,2018
84825,Fall 2018,96720-1325,University of Hawai`i at Hilo,1,2018
84840,Fall 2018,96762,Windward Community College,21,2018
84853,Fall 2018,92101,University of Hawai`i at Manoa,1,2018
84861,Fall 2018,96818,Windward Community College,9,2018
84869,Fall 2018,96805-1832,Kapi`olani Community College,1,2018
84872,Fall 2018,38058,University of Hawai`i at Manoa,1,2018
84893,Fall 2018,95360,University of Hawai`i at Hilo,1,2018
84901,Fall 2018,96825,Kapi`olani Community College,2,2018
84922,Fall 2018,19406,University of Hawai`i at Manoa,1,2018
84930,Fall 2018,96716,University of Hawai`i at Manoa,4,2018
84949,Fall 2018,96748,Hawai`i Community College,11,2018
84960,Fall 2018,96748,University of Hawai`i at Manoa,12,2018
84966,Fall 2018,96767,University of Hawai`i Maui College,2,2018
84969,Fall 2018,96826,University of Hawai`i at Manoa,1,2018
84970,Fall 2018,96703,Leeward Community College,3,2018
84971,Fall 2018,96812,Kapi`olani Community College,1,2018
84972,Fall 2018,96788,Leeward Community College,1,2018
84978,Fall 2018,96755,Kapi`olani Community College,3,2018
84980,Fall 2018,96819,University of Hawai`i - West O`ahu,1,2018
84987,Fall 2018,96783,Hawai`i Community College,5,2018
85012,Fall 2018,96713,Kapi`olani Community College,2,2018
85013,Fall 2018,96725,Windward Community College,1,2018
85014,Fall 2018,96755,University of Hawai`i at Manoa,6,2018
85015,Fall 2018,96753,University of Hawai`i at Hilo,7,2018
85016,Fall 2018,96732,Honolulu Community College,2,2018
85018,Fall 2018,83709,University of Hawai`i at Manoa,1,2018
85020,Fall 2018,95210,Kapi`olani Community College,1,2018
85021,Fall 2018,96756,Honolulu Community College,3,2018
85033,Fall 2018,22066-1135,University of Hawai`i at Manoa,1,2018
85042,Fall 2018,96734,Leeward Community College,1,2018
85047,Fall 2018,96826,Kapi`olani Community College,1,2018
85059,Fall 2018,96725,Leeward Community College,1,2018
85070,Fall 2018,95762,Kapi`olani Community College,1,2018
85072,Fall 2018,37411,Windward Community College,1,2018
85088,Fall 2018,96734-5901,Kapi`olani Community College,1,2018
85092,Fall 2018,96814,University of Hawai`i at Manoa,1,2018
85096,Fall 2018,96716,University of Hawai`i - West O`ahu,1,2018
85097,Fall 2018,96790,Windward Community College,3,2018
85099,Fall 2018,96701,University of Hawai`i at Hilo,6,2018
85107,Fall 2018,90623,University of Hawai`i at Hilo,1,2018
85117,Fall 2018,95620,University of Hawai`i at Manoa,1,2018
85128,Fall 2018,96792,Leeward Community College,2,2018
85157,Fall 2018,96818,University of Hawai`i at Manoa,1,2018
85177,Fall 2018,96753,University of Hawai`i at Manoa,9,2018
85182,Fall 2018,96791,University of Hawai`i at Hilo,3,2018
85192,Fall 2018,92677,University of Hawai`i at Manoa,1,2018
85201,Fall 2018,96820,University of Hawai`i at Manoa,1,2018
85204,Fall 2018,96789,Hawai`i Community College,5,2018
85214,Fall 2018,21113,University of Hawai`i at Manoa,1,2018
85218,Fall 2018,96766,Kaua`i Community College,1,2018
85221,Fall 2018,96750,Hawai`i Community College,1,2018
85225,Fall 2018,95037,University of Hawai`i at Hilo,1,2018
85226,Fall 2018,96734,University of Hawai`i - West O`ahu,1,2018
85249,Fall 2018,97527,University of Hawai`i at Manoa,1,2018
85263,Fall 2018,96732,University of Hawai`i - West O`ahu,1,2018
85289,Fall 2018,96707,University of Hawai`i - West O`ahu,1,2018
85293,Fall 2018,96732,University of Hawai`i at Manoa,1,2018
85297,Fall 2018,96789-5908,University of Hawai`i at Manoa,1,2018
85311,Fall 2018,96750-0882,Hawai`i Community College,1,2018
85328,Fall 2018,96707,University of Hawai`i - West O`ahu,2,2018
85332,Fall 2018,95037,University of Hawai`i at Manoa,1,2018
85348,Fall 2018,84003,University of Hawai`i at Manoa,1,2018
85358,Fall 2018,96763-0504,University of Hawai`i Maui College,1,2018
85383,Fall 2018,96744-2430,Kapi`olani Community College,1,2018
85390,Fall 2018,96777,Kapi`olani Community College,1,2018
85406,Fall 2018,96816,Kapi`olani Community College,1,2018
85411,Fall 2018,96737,University of Hawai`i at Manoa,1,2018
85414,Fall 2018,96744,Windward Community College,1,2018
85429,Fall 2018,96797,Leeward Community College,1,2018
85433,Fall 2018,94544,University of Hawai`i at Manoa,1,2018
85436,Fall 2018,96752,Kaua`i Community College,1,2018
85438,Fall 2018,95008,University of Hawai`i at Manoa,1,2018
85440,Fall 2018,96734-4529,Windward Community College,1,2018
85455,Fall 2018,96732,University of Hawai`i Maui College,1,2018
85464,Fall 2018,91364,University of Hawai`i at Manoa,1,2018
85473,Fall 2018,96708,University of Hawai`i at Manoa,1,2018
85477,Fall 2018,96707,University of Hawai`i at Manoa,1,2018
85481,Fall 2018,96720 ,Hawai`i Community College,1,2018
85489,Fall 2018,96766,University of Hawai`i Maui College,1,2018
85491,Fall 2018,92882,University of Hawai`i at Manoa,1,2018
85504,Fall 2018,96746-9531,Kaua`i Community College,1,2018
85507,Fall 2018,97201,University of Hawai`i at Manoa,1,2018
85511,Fall 2018,96326,University of Hawai`i at Manoa,1,2018
85513,Fall 2018,96793,Leeward Community College,1,2018
85529,Fall 2018,94582,University of Hawai`i at Hilo,1,2018
85532,Fall 2018,96815,University of Hawai`i at Manoa,1,2018
85554,Fall 2018,96785-0823,Hawai`i Community College,1,2018
85562,Fall 2018,96749,Windward Community College,1,2018
85568,Fall 2018,96807,Honolulu Community College,1,2018
85571,Fall 2018,96706,University of Hawai`i at Manoa,1,2018
85577,Fall 2018,T0M 1J0,University of Hawai`i at Manoa,1,2018
85578,Fall 2018,96740,University of Hawai`i at Manoa,1,2018
85586,Fall 2018,93950,University of Hawai`i at Hilo,1,2018
85588,Fall 2018,96714,Leeward Community College,1,2018
85605,Fall 2018,98116,Leeward Community College,1,2018
85606,Fall 2018,96785,Honolulu Community College,1,2018
85607,Fall 2018,96785,Kapi`olani Community College,1,2018
85608,Fall 2018,96713,Honolulu Community College,1,2018
85626,Fall 2018,96707,Leeward Community College,1,2018
85627,Fall 2018,84128,University of Hawai`i at Manoa,1,2018
85628,Fall 2018,95134,University of Hawai`i at Manoa,1,2018
85633,Fall 2018,96707,Leeward Community College,1,2018
85640,Fall 2018,96708,Kapi`olani Community College,1,2018
85643,Fall 2018,94087,University of Hawai`i at Manoa,1,2018
85648,Fall 2018,96732,Honolulu Community College,1,2018
85662,Fall 2018,95476,University of Hawai`i at Manoa,1,2018
85666,Fall 2018,96822-4625,University of Hawai`i at Manoa,1,2018
85669,Fall 2018,48446,University of Hawai`i at Manoa,1,2018
85677,Fall 2018,96815,University of Hawai`i at Hilo,1,2018
85682,Fall 2018,96817,Kapi`olani Community College,1,2018
85685,Fall 2018,96821,Leeward Community College,1,2018
85701,Fall 2018,96701-2108,Kapi`olani Community College,1,2018
85702,Fall 2018,96734,Leeward Community College,1,2018
85705,Fall 2019,96738,University of Hawai`i at Hilo,6,2019
85708,Fall 2019,96817,University of Hawai`i at Manoa,75,2019
85711,Fall 2019,96768,Leeward Community College,4,2019
85712,Fall 2019,96748,University of Hawai`i Maui College,4,2019
85713,Fall 2019,96749,Hawai`i Community College,85,2019
85714,Fall 2019,96819,University of Hawai`i at Manoa,53,2019
85715,Fall 2019,97239,University of Hawai`i at Manoa,1,2019
85717,Fall 2019,96720-5839,Hawai`i Community College,1,2019
85721,Fall 2019,96706,Leeward Community College,149,2019
85728,Fall 2019,96734,University of Hawai`i at Manoa,117,2019
85734,Fall 2019,96720,Hawai`i Community College,345,2019
85738,Fall 2019,96756,Kaua`i Community College,14,2019
85739,Fall 2019,96708,University of Hawai`i - West O`ahu,5,2019
85742,Fall 2019,96792,University of Hawai`i at Manoa,92,2019
85744,Fall 2019,96777,University of Hawai`i at Hilo,3,2019
85749,Fall 2019,96757,University of Hawai`i Maui College,4,2019
85751,Fall 2019,96760,Kapi`olani Community College,1,2019
85755,Fall 2019,96741,University of Hawai`i at Manoa,9,2019
85758,Fall 2019,96706,University of Hawai`i - West O`ahu,94,2019
85761,Fall 2019,96778,Hawai`i Community College,53,2019
85768,Fall 2019,96818,Kapi`olani Community College,20,2019
85770,Fall 2019,96753,University of Hawai`i at Manoa,7,2019
85779,Fall 2019,96795,Leeward Community College,8,2019
85780,Fall 2019,96730,University of Hawai`i at Manoa,6,2019
85784,Fall 2019,96793-8341,University of Hawai`i Maui College,1,2019
85785,Fall 2019,96768,University of Hawai`i at Hilo,5,2019
85790,Fall 2019,96819,Windward Community College,12,2019
85791,Fall 2019,96712,University of Hawai`i at Hilo,5,2019
85794,Fall 2019,96814,Honolulu Community College,7,2019
85797,Fall 2019,94553,University of Hawai`i at Manoa,1,2019
85802,Fall 2019,92506,University of Hawai`i at Hilo,1,2019
85823,Fall 2019,96778-8706,Honolulu Community College,1,2019
85826,Fall 2019,96815-1804,Kapi`olani Community College,1,2019
85829,Fall 2019,98278,University of Hawai`i at Manoa,1,2019
85830,Fall 2019,96817-1207,Honolulu Community College,1,2019
85836,Fall 2019,96817-4741,University of Hawai`i at Manoa,1,2019
85840,Fall 2019,96793-1367,University of Hawai`i Maui College,1,2019
85841,Fall 2019,96793-1367,University of Hawai`i - West O`ahu,1,2019
85844,Fall 2019,96825,Kapi`olani Community College,4,2019
85848,Fall 2019,96716,Kaua`i Community College,12,2019
85850,Fall 2019,96762,Windward Community College,16,2019
85858,Fall 2019,96725,University of Hawai`i at Hilo,3,2019
85863,Fall 2019,96818-2836,Leeward Community College,1,2019
85875,Fall 2019,78240,University of Hawai`i at Manoa,1,2019
85879,Fall 2019,96797,Kapi`olani Community College,24,2019
85888,Fall 2019,96819,Hawai`i Community College,1,2019
85895,Fall 2019,96785-1101,Hawai`i Community College,1,2019
85896,Fall 2019,96785-1101,Honolulu Community College,1,2019
85898,Fall 2019,96707-4133,Honolulu Community College,1,2019
85899,Fall 2019,96707-4133,Leeward Community College,1,2019
85914,Fall 2019,96814-4746,Windward Community College,1,2019
85930,Fall 2019,07626-1507,University of Hawai`i at Manoa,1,2019
85931,Fall 2019,96772,University of Hawai`i at Hilo,4,2019
85942,Fall 2019,95620,University of Hawai`i at Manoa,1,2019
85993,Fall 2019,96706-2205,Leeward Community College,1,2019
86000,Fall 2019,96793-9210,University of Hawai`i Maui College,1,2019
86002,Fall 2019,96792-3243,Leeward Community College,1,2019
86006,Fall 2019,96746-7514,Kaua`i Community College,1,2019
86014,Fall 2019,96707-2968,Leeward Community College,1,2019
86015,Fall 2019,96707-2968,Windward Community College,1,2019
86024,Fall 2019,96734,University of Hawai`i - West O`ahu,11,2019
86031,Fall 2019,97064,University of Hawai`i at Manoa,1,2019
86037,Fall 2019,96732-2901,University of Hawai`i Maui College,1,2019
86042,Fall 2019,96789,University of Hawai`i - West O`ahu,3,2019
86053,Fall 2019,96819-3232,Kapi`olani Community College,1,2019
86058,Fall 2019,96732,University of Hawai`i Maui College,11,2019
86067,Fall 2019,96733,University of Hawai`i at Manoa,2,2019
86078,Fall 2019,96732-1218,University of Hawai`i Maui College,1,2019
86091,Fall 2019,96720-2330,Hawai`i Community College,1,2019
86099,Fall 2019,96819-1717,Windward Community College,1,2019
86100,Fall 2019,96734-5901,University of Hawai`i at Manoa,1,2019
86108,Fall 2019,96755-0576,Hawai`i Community College,1,2019
86118,Fall 2019,96744-6086,Windward Community College,2,2019
86119,Fall 2019,96731-2043,Honolulu Community College,1,2019
86123,Fall 2019,96707-2336,Honolulu Community College,1,2019
86130,Fall 2019,96786-2219,Leeward Community College,1,2019
86133,Fall 2019,96743,Hawai`i Community College,1,2019
86135,Fall 2019,96782-1236,Windward Community College,1,2019
86141,Fall 2019,96826-5697,Kaua`i Community College,1,2019
86142,Fall 2019,96781,University of Hawai`i at Hilo,6,2019
86144,Fall 2019,96706 ,Honolulu Community College,1,2019
86147,Fall 2019,96720-4415,Hawai`i Community College,1,2019
86149,Fall 2019,96720-2900,Leeward Community College,1,2019
86150,Fall 2019,96795-1516,Leeward Community College,1,2019
86155,Fall 2019,96785-0398,University of Hawai`i at Hilo,1,2019
86157,Fall 2019,96706,University of Hawai`i at Manoa,4,2019
86158,Fall 2019,96766,Kapi`olani Community College,5,2019
86161,Fall 2019,96744-2346,Windward Community College,1,2019
86162,Fall 2019,96791,University of Hawai`i at Manoa,9,2019
86164,Fall 2019,96826,Honolulu Community College,6,2019
86165,Fall 2019,96782-1036,Leeward Community College,1,2019
86172,Fall 2019,96744-4103,Windward Community College,1,2019
86174,Fall 2019,96740,University of Hawai`i - West O`ahu,4,2019
86177,Fall 2019,96792-2631,Leeward Community College,1,2019
86181,Fall 2019,96722,Kaua`i Community College,1,2019
86190,Fall 2019,96825-2306,University of Hawai`i at Manoa,1,2019
86205,Fall 2019,96720-4048,Hawai`i Community College,1,2019
86207,Fall 2019,96740-3300,Hawai`i Community College,1,2019
86211,Fall 2019,96748-4035,University of Hawai`i Maui College,1,2019
86220,Fall 2019,96797,University of Hawai`i - West O`ahu,1,2019
86221,Fall 2019,96817-4772,Honolulu Community College,1,2019
86222,Fall 2019,96701-3004,University of Hawai`i at Manoa,1,2019
86235,Fall 2019,96734-3434,Windward Community College,1,2019
86251,Fall 2019,96756-0268,Windward Community College,1,2019
